114,510.4,228.6,224.5,424.5,248,484.6,255.9,255.4
115,512.8,229.3,224.9,427.4,248.3,480.3,256.9,255.4
116,515.1,230,225.5,430.3,248.8,475.8,258,255.3
117,516.8,230.4,225.5,432.6,248.8,472.2,259,255.4
118,518.7,231.3,226.1,435.1,249.3,468.5,259.7,255.4
119,520.1,231.7,226.4,437.5,249.5,464.8,260.6,255.5
120,521.5,232.6,227,439.8,250,460.9,261.4,255.3
121,523,232.9,227.5,442.3,250.1,457.4,262.3,255.3
122,523.8,233.4,227.8,443.9,250.3,454.2,262.9,255.4
123,524.9,233.9,228.2,446.1,250.7,450.7,263.7,255.3
124,525.6,234.5,228.6,447.8,250.9,448,264.2,255.4
125,526.6,234.8,229.3,449.8,251.3,444.7,264.9,255.3
126,527,235.3,229.5,451.4,251.4,441.7,265.6,255.3
127,527.1,235.8,229.7,452.6,251.5,439.2,266,255.4
128,527.7,236.2,230.4,454.4,252.1,436.2,266.6,255.2
129,527.6,236.3,230.3,455.5,251.9,433.3,267.3,255.3
130,527.6,236.6,230.5,456.6,252.1,431.2,267.7,255.4
131,527.7,237.2,231,457.9,252.3,428.6,268.1,255.3
132,527.7,237.1,231.2,459.2,252.5,425.8,268.7,255.3
133,527.4,237.3,231.3,460,252.6,424.1,269,255.4
134,527.4,237.8,231.9,461.4,253,421.2,269.5,255.2
135,526.9,237.9,231.7,461.9,252.9,419.4,269.9,255.4
136,526.7,238.1,232,462.9,253,416.7,270.5,255.3
137,526.1,238.8,232.3,463.6,253.4,414.7,270.7,255.2
138,525.3,238.6,232.2,464.1,253.4,412.9,271.1,255.3
139,524.9,239.1,232.5,464.8,253.6,410.7,271.5,255.2
140,524.5,239.1,232.7,465.7,253.8,408.6,271.9,255.2
141,523.7,239.5,232.8,466,254,406.7,272.2,255.2
142,523.1,239.6,233,466.6,254.1,404.7,272.6,255.2
143,522.1,239.8,232.8,466.8,254.1,403,272.8,255.2
144,521.5,239.7,233.1,467.4,254.2,401.1,273.3,255.2
145,520.7,239.8,232.9,467.7,254.2,399.3,273.6,255.3
146,519.6,240.2,233.1,467.7,254.3,397.7,273.8,255.3
147,518.8,240.3,233.2,468,254.6,396.1,274.1,255.3
148,517.9,240.7,233.4,468.5,254.9,394.1,274.4,255.2
149,517.3,240.7,233.5,468.6,254.8,392.4,274.8,255.2
150,516,240.7,233.3,468.6,254.8,390.8,275.1,255.3
151,515,240.9,233.3,468.6,254.9,389.2,275.4,255.2
152,514.2,241,233.8,468.9,255.1,387.5,275.5,255.2
153,513.1,241.1,233.8,468.9,255.2,386,275.8,255.2
154,512,241.4,233.7,468.6,255.2,384.7,276.1,255.3
155,511,241.6,234,468.7,255.4,382.8,276.3,255.2
156,510,241.8,234,468.6,255.5,381.4,276.6,255.2
157,509,242.1,234.2,468.6,256,379.8,276.7,255.1
158,507.9,242,234.3,468.6,256,378.3,276.9,255.1
159,506.4,242.2,234.2,468.1,255.7,377.3,277.1,255.3
160,505.4,242.4,234.3,467.9,256,375.7,277.3,255.3
161,504.4,242.4,234.4,467.9,256.1,374,277.6,255.2
162,503.4,242.8,234.8,467.9,256.4,372.6,277.8,255.1
163,502,242.8,234.5,467.5,256.3,371.2,278,255.2
164,501,243.2,234.7,467.1,256.5,369.9,278,255.2
165,499.9,243.1,234.7,467.1,256.6,368.6,278.4,255.2
166,498.8,243.2,235.1,466.8,256.8,367.2,278.5,255.1
167,497.5,243.6,235,466.2,256.9,366.1,278.6,255.2
168,496.5,243.7,235.3,466.2,257.2,364.8,278.9,255.1
169,495.3,243.6,235.4,465.7,257.3,363.4,279,255.1
170,493.9,243.7,235.1,465.2,257.2,362.3,279.3,255.2
171,492.6,244,235.2,464.8,257.3,368.5,279.4,255.3
172,491.5,244.1,235.2,464.3,257.4,355.2,279.5,255.3
173,490.4,244.3,235.3,463.9,257.5,340.6,279.9,255.3
174,489.5,244.6,235.8,463.6,257.8,326,280,255.1
175,488.3,244.7,236,463.2,257.9,312.4,280.1,255.2
176,486.8,245.2,236,462.6,257.9,300,280.3,255.2
177,485.8,245.2,236,462.1,258,287.6,280.5,255.3
178,484.9,245.2,236.5,462,258.2,275.3,280.8,255.2
179,483.5,245.5,236.2,461.3,258.1,266.9,280.9,255.3
180,482.3,245.8,236.5,460.7,258.3,261.7,281,255.3
181,481,245.9,236.6,460.2,258.4,256,281.2,255.2
182,479.9,245.8,236.5,459.6,258.6,252.4,281.5,255.3
183,478.9,246.2,236.7,459.2,258.8,249.3,281.6,255.3
184,478.1,246.1,236.9,459,259,247.9,282,255.2
185,476.6,246.1,236.6,458.1,258.9,245.6,282.2,255.3
186,475.5,246.2,236.7,457.7,259,244.3,282.4,255.3
